,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Utterance,Start,End,group_id,origin,original_text,annotation_type,rationale_for_probing_label,message_id,causal_counterpart_1,causal_counterpart_2,causal_counterpart_3,reasoning_1,reasoning_2,reasoning_3,probingQuestionID,prev_utterance_history,probing_utterance,causal_counterpart1_msgID,causal_counterpart2_msgID,causal_counterpart3_msgID,set
1271,1271,1271,10,10,56.84,59.08,7,4,And you will also enter the weight into this survey here,,,msgid1271,,,,,,,,,,,,,Test
1272,1272,1272,11,11,59.47,62.31,7,4,You guys are going to be group number seven and you can go ahead and get started,,,msgid1272,,,,,,,,,,,,,Test
1273,1273,1273,12,12,63.87,66.17,7,3,Do I just type in the group number now or,Neither,This utterance is a question seeking clarification on a procedural matter and does not provoke discussion or contribute to the deliberation process.,msgid1273,,,,,,,,,,,,,Test
1274,1274,1274,13,13,65.91,66.01,7,4,Yeah,,,msgid1274,,,,,,,,,,,,,Test
1275,1275,1275,14,14,74.0,74.25,7,3,Okay,Neither,The utterance 'Okay' is neither a probing question nor a non-probing deliberation. It is a neutral response indicating acknowledgement or agreement without introducing new information or prompting further discussion.,msgid1275,,,,,,,,,,,,,Test
1276,1276,1276,15,15,78.34,80.09,7,2,Let's start with the smallest block,Non-probing deliberation,"The utterance is a non-probing deliberation as it is focused on the task at hand, specifically suggesting to start with the smallest block to determine its weight. This contributes to the overall goal of determining the weights of the remaining blocks.",msgid1276,,,,,,,,,,,,,Test
1277,1277,1277,16,16,93.75,94.25,7,3,Yeah.,Neither,This utterance does not fall under the categories of probing or non-probing deliberation. It is a simple acknowledgement or agreement without contributing to further discussion or deliberation.,msgid1277,,,,,,,,,,,,,Test
1278,1278,1278,17,17,94.5,95.75,7,1,Yeah almost,Neither,This utterance does not fall under probing or non-probing deliberation categories. It seems to be a filler or acknowledgement of a previous statement without introducing new information.,msgid1278,,,,,,,,,,,,,Test
1279,1279,1279,18,18,98.5,101.75,7,3,i think so as well or i think it's the other way around uh,Neither,This utterance does not fall into the categories of probing or non-probing deliberation. It is more of a familiar response indicating agreement or disagreement with a previous statement.,msgid1279,,,,,,,,,,,,,Test
1280,1280,1280,19,19,105.34,105.84,7,3,Yeah,Neither,This utterance does not fall under the categories of probing or non-probing deliberation. It is a general response that does not introduce new information or provoke discussion.,msgid1280,,,,,,,,,,,,,Test
1281,1281,1281,20,20,107.08,107.34,7,1,Okay,Neither,The utterance 'Okay' does not fall under probing or non-probing deliberation. It is a neutral response that does not introduce new information or provoke further discussion.,msgid1281,,,,,,,,,,,,,Test
1282,1282,1282,21,21,107.31,109.09,7,2,blue block seems to be ten,Non-probing deliberation,"This utterance is a non-probing deliberation as it is focused on the task at hand, which is determining the weights of the wooden blocks. The participant is sharing their conclusion that the blue block seems to weigh ten grams based on their observations and reasoning.",msgid1282,,,,,,,,,,,,,Test
1283,1283,1283,22,22,110.32,111.14,7,3,Yeah uh,Neither,"This utterance does not fall into the categories of probing or non-probing deliberation. It appears to be a hesitation cue or filler word, which does not contribute to the discussion or deliberation of the task at hand.",msgid1283,,,,,,,,,,,,,Test
1284,1284,1284,23,23,112.42,114.67,7,2,is blue block blue or purple blue block is blue i guess,Neither,"This utterance is a clarification or confirmation of the color of the block, it does not provoke discussion or provide task-related deliberation.",msgid1284,,,,,,,,,,,,,Test
1285,1285,1285,24,24,114.41,115.17,7,3,blue block is blue,Neither,This utterance is neither a probing question nor non-probing deliberation. It simply states a fact about the color of the block without introducing new information or prompting further discussion.,msgid1285,,,,,,,,,,,,,Test
1286,1286,1286,25,25,116.42,118.12,7,3,and red block was ten,Non-probing deliberation,"This utterance is part of the ongoing deliberation to determine the weight of each block. It provides essential information that contributes to solving the task, indicating that the red block weighs 10 grams.",msgid1286,,,,,,,,,,,,,Test
1287,1287,1287,26,26,118.63,119.11,7,3,Okay,Neither,"This utterance does not fall into the categories of probing or non-probing deliberation. It is a general acknowledgment or agreement, not introducing new information or prompting further discussion.",msgid1287,,,,,,,,,,,,,Test
1288,1288,1288,27,27,119.25,123.5,7,2,"and we can now we have twenty so we can try to put one of green block, purple block, yellow block",non-probing deliberation,"This utterance is part of the deliberation process as the participant is discussing the strategy of placing one of the green, purple, or yellow block on the scale to determine its weight. It contributes to the task-related discussion and decision-making.",msgid1288,,,,,,,,,,,,,Test
1289,1289,1289,28,28,123.53,123.75,7,3,Sure,Neither,This utterance is neither probing nor a non-probing deliberation. It is a simple affirmation that does not contribute to the task-related discussion.,msgid1289,,,,,,,,,,,,,Test
1290,1290,1290,29,29,125.75,127.5,7,3,oh purple block's the heaviest,Probing,This utterance provokes discussion and may lead to further deliberation on the weights of the blocks. It introduces a new piece of information (the purple block being the heaviest) that could potentially change the direction of the conversation.,msgid1290,Participant 2: blue block seems to be ten,Participant 3: blue block is blue,Participant 3: and red block was ten,Participant 2's statement about the blue block being ten grams triggers the probing question as it implies the weight of the blue block. This leads to the speculation about the weight of the purple block being the heaviest.,"Participant 3 confirms that the blue block is indeed blue, providing clarity on the color of the block being discussed in relation to its weight, further contributing to the speculation about the purple block's weight.",Participant 3's statement that the red block was ten grams is another key piece of information in the weight determination process. It sets the foundation for understanding the weights of the other blocks and contributes to the overall reasoning behind the weight estimation of the purple block.,7_1,"Participant 3: Do I just type in the group number now or
Participant 3: Okay
Participant 2: Let's start with the smallest block
Participant 3: Yeah.
Participant 1: Yeah almost
Participant 3: i think so as well or i think it's the other way around uh
Participant 3: Yeah
Participant 1: Okay
Participant 2: blue block seems to be ten
Participant 3: Yeah uh
Participant 2: is blue block blue or purple blue block is blue i guess
Participant 3: blue block is blue
Participant 3: and red block was ten
Participant 3: Okay
Participant 2: and we can now we have twenty so we can try to put one of green block, purple block, yellow block
Participant 3: Sure",oh purple block's the heaviest,msgid1282,msgid1284,msgid1286,Test
1291,1291,1291,30,30,128.54,129.82,7,2,oh yellow block seems to heavy,Neither,This utterance is neither probing nor non-probing deliberation. It is a statement expressing an observation about the weight of the yellow block.,msgid1291,,,,,,,,,,,,,Test
1292,1292,1292,31,31,130.34,130.53,7,1,Oh,Neither,This utterance does not fall into the categories of probing or non-probing deliberation. It is a simple interjection that does not introduce new information or prompt further discussion.,msgid1292,,,,,,,,,,,,,Test
1293,1293,1293,32,32,130.82,131.31,7,3,Okay,Neither,This utterance does not fall into the categories of probing or non-probing deliberation. It is a neutral acknowledgment or agreement that does not contribute to the deliberative process or provoke further discussion.,msgid1293,,,,,,,,,,,,,Test
1294,1294,1294,33,33,136.92,138.42,7,1,think green block should be,Non-probing deliberation,The utterance is a non-probing deliberation as it involves discussing and deliberating on the weight of the green block based on the information gathered from the task. The participant is actively engaged in the task and is providing their reasoning for why they believe the green block should weigh a certain amount.,msgid1294,,,,,,,,,,,,,Test
1295,1295,1295,34,34,139.87,142.15,7,3,"yeah red block, blue block should be twenty as well",Non-probing deliberation,"The participant is engaging in deliberation by suggesting that the red block and blue block should both weigh twenty grams, which is a logical deduction based on the information given that one block weighs 10 grams.",msgid1295,,,,,,,,,,,,,Test
1296,1296,1296,35,35,145.93,146.25,7,3,Okay,Neither,This utterance does not fall under probing or non-probing deliberation categories. It is a neutral response that does not introduce new information or provoke discussion.,msgid1296,,,,,,,,,,,,,Test
1297,1297,1297,36,36,147.5,149.0,7,3,should i put green block as twenty,Probing,This utterance is probing as it seeks input or confirmation from others regarding the weight to assign to the green block. It aims to provoke discussion or deliberation on the appropriate weight to assign to the green block.,msgid1297,"Participant 3: and we can now we have twenty so we can try to put one of green block, purple block, yellow block",Participant 3: oh purple block's the heaviest,Participant 1: think green block should be,"This utterance directly prompted the probing question by introducing the idea of placing one of the green block, purple block, or yellow block on the scale due to the total weight being twenty grams.","Participant 3's statement about the purple block being the heaviest provides crucial information about the relative weights of the blocks, influencing the decision-making process when considering which block to place on the scale next.","Participant 1's suggestion that the green block should be placed on the scale is a response based on the information shared by others in the conversation, indicating a collaborative effort to deduce the weight of the blocks.",7_2,"Participant 3: Okay
Participant 2: Let's start with the smallest block
Participant 3: Yeah.
Participant 1: Yeah almost
Participant 3: i think so as well or i think it's the other way around uh
Participant 3: Yeah
Participant 1: Okay
Participant 2: blue block seems to be ten
Participant 3: Yeah uh
Participant 2: is blue block blue or purple blue block is blue i guess
Participant 3: blue block is blue
Participant 3: and red block was ten
Participant 3: Okay
Participant 2: and we can now we have twenty so we can try to put one of green block, purple block, yellow block
Participant 3: Sure
Participant 3: oh purple block's the heaviest
Participant 2: oh yellow block seems to heavy
Participant 1: Oh
Participant 3: Okay
Participant 1: think green block should be
Participant 3: yeah red block, blue block should be twenty as well
Participant 3: Okay",should i put green block as twenty,msgid1288,msgid1290,msgid1294,Test
1298,1298,1298,37,37,148.95,149.25,7,1,Yeah,Neither,"This utterance is a simple expression of agreement or acknowledgement, and does not fall under the categories of probing or non-probing deliberation.",msgid1298,,,,,,,,,,,,,Test
1299,1299,1299,38,38,149.74,150.25,7,1,green,Non-probing deliberation,"The utterance 'green' is providing essential information related to the task at hand, which involves determining the weights of different colored blocks. Identifying the color of the block can help in matching it with the corresponding weight on the worksheet. This utterance contributes to the deliberation process by narrowing down the possibilities for the weight of the block based on its color.",msgid1299,,,,,,,,,,,,,Test
1300,1300,1300,39,39,151.5,151.75,7,3,Okay,Neither,"This utterance does not fall into the category of probing or non-probing deliberation as it does not introduce new information, provoke discussion, or contribute to the task at hand. It simply acknowledges the previous statement.",msgid1300,,,,,,,,,,,,,Test
1301,1301,1301,40,40,152.57,153.59,7,1,"now red block, blue block, green block's forty",Non-probing deliberation,"This utterance is a non-probing deliberation as it directly addresses the task at hand by providing information about the weights of the red, blue, and green blocks (forty). This contributes to the ongoing discussion and reasoning process of determining the weights of the wooden blocks.",msgid1301,,,,,,,,,,,,,Test
1302,1302,1302,41,41,154.52,155.09,7,3,And,Neither,The utterance 'And' does not fall under the categories of probing or non-probing deliberation. It is a filler word and does not contribute to advancing the conversation or the task at hand.,msgid1302,,,,,,,,,,,,,Test
1303,1303,1303,42,42,155.75,156.25,7,1,purple block is,Non-probing deliberation,The utterance is part of the ongoing deliberation to determine the weight of the purple block in relation to the known weight of 10 grams. It contributes to the task's solution by focusing on the identification of the weight of a specific block.,msgid1303,,,,,,,,,,,,,Test
1304,1304,1304,43,43,157.59,158.81,7,2,You can try I'm always,Neither,"This utterance does not fall under probing or non-probing deliberation categories. It seems like a continuation of a sentence or a thought, without introducing new information or prompting discussion.",msgid1304,,,,,,,,,,,,,Test
1305,1305,1305,44,44,159.06,160.01,7,1,no no no that's silly,Neither,"This utterance does not fall under the categories of probing or non-probing deliberation. It is a simple statement expressing disagreement or dismissal, and does not prompt further discussion or contribute to the task-solving process.",msgid1305,,,,,,,,,,,,,Test
1306,1306,1306,45,45,160.86,161.59,7,2,i think yellow block's heavier,Probing,This utterance provokes discussion by suggesting that the yellow block is heavier. It can lead to further deliberation and argumentation among the participants to reach a consensus.,msgid1306,,,,,,,7_3,"Participant 2: is blue block blue or purple blue block is blue i guess
Participant 3: blue block is blue
Participant 3: and red block was ten
Participant 3: Okay
Participant 2: and we can now we have twenty so we can try to put one of green block, purple block, yellow block
Participant 3: Sure
Participant 3: oh purple block's the heaviest
Participant 2: oh yellow block seems to heavy
Participant 1: Oh
Participant 3: Okay
Participant 1: think green block should be
Participant 3: yeah red block, blue block should be twenty as well
Participant 3: Okay
Participant 3: should i put green block as twenty
Participant 1: Yeah
Participant 1: green
Participant 3: Okay
Participant 1: now red block, blue block, green block's forty
Participant 3: And
Participant 1: purple block is
Participant 2: You can try I'm always
Participant 1: no no no that's silly",i think yellow block's heavier,,,,Test
1307,1307,1307,46,46,162.17,163.67,7,1,purple block one or yellow block one,Probing,This utterance is probing as it presents a choice between two options (purple block one or yellow block one) without providing new information. It is intended to provoke discussion or deliberation to reach a decision on which block to weigh next.,msgid1307,Participant 2: i think yellow block's heavier,Participant 1: think green block should be,Participant 3: oh purple block's the heaviest,This utterance directly triggered the probing question about comparing the weights of the purple block and yellow block.,Participant 1's suggestion about the weight of the green block led to further deliberation on the placement of blocks on the scale.,Participant 3's initial statement about the purple block being the heaviest set the stage for the subsequent weight comparisons and decisions made by the participants.,7_4,"Participant 3: blue block is blue
Participant 3: and red block was ten
Participant 3: Okay
Participant 2: and we can now we have twenty so we can try to put one of green block, purple block, yellow block
Participant 3: Sure
Participant 3: oh purple block's the heaviest
Participant 2: oh yellow block seems to heavy
Participant 1: Oh
Participant 3: Okay
Participant 1: think green block should be
Participant 3: yeah red block, blue block should be twenty as well
Participant 3: Okay
Participant 3: should i put green block as twenty
Participant 1: Yeah
Participant 1: green
Participant 3: Okay
Participant 1: now red block, blue block, green block's forty
Participant 3: And
Participant 1: purple block is
Participant 2: You can try I'm always
Participant 1: no no no that's silly
Participant 2: i think yellow block's heavier",purple block one or yellow block one,msgid1306,msgid1294,msgid1290,Test
1308,1308,1308,47,47,163.58,164.92,7,2,eh purple block one is lighter yeah,Neither,"This utterance does not fall under probing as it does not provoke discussion, deliberation, or argumentation. It also does not fall under non-probing deliberation as it does not contribute directly to the task's solution or the participants' reasoning. It is more of a simple statement or observation.",msgid1308,,,,,,,,,,,,,Test
1309,1309,1309,48,48,179.32,181.84,7,3,yeah i think purple block's yeah thirty,Non-probing deliberation,"The user is deliberating on the weight of the purple block, which is an essential part of the task at hand. This contributes to the ongoing discussion and reasoning process in determining the weights of the wooden blocks.",msgid1309,,,,,,,,,,,,,Test
1310,1310,1310,49,49,180.82,181.31,7,1,Thirty,Neither,"The utterance 'Thirty' does not fall under probing or non-probing deliberation categories. It is a standalone number without any context, making it a neutral statement that does not provoke discussion or contribute directly to the deliberation process of determining the weights of the blocks.",msgid1310,,,,,,,,,,,,,Test
1311,1311,1311,50,50,184.42,184.62,7,3,Yup,Neither,This utterance is a simple affirmation without introducing any new information or prompting further discussion. It does not fall under the categories of probing or deliberation.,msgid1311,,,,,,,,,,,,,Test
1312,1312,1312,51,51,186.92,187.13,7,3,Okay,Neither,The utterance 'Okay' does not fall into the categories of probing or non-probing deliberation. It is a neutral response that does not introduce any new information or prompt further discussion.,msgid1312,,,,,,,,,,,,,Test
1313,1313,1313,52,52,189.61,190.17,7,3,Ummm,Neither,The utterance 'Ummm' is a hesitation cue and does not fall into the categories of probing or non-probing deliberation. It does not introduce new information or provoke discussion.,msgid1313,,,,,,,,,,,,,Test
1314,1314,1314,53,53,192.91,194.92,7,2,So is twenty and there is thirty,Non-probing deliberation,This utterance is part of the deliberation process as the participant is discussing the weights of the blocks based on the information provided. It contributes to the task at hand without necessarily provoking further discussion or argumentation.,msgid1314,,,,,,,,,,,,,Test
1315,1315,1315,54,54,202.58,204.82,7,2,so is twenty plus,Neither,"This utterance does not fall under probing or non-probing deliberation categories. It appears to be a continuation of a numerical calculation or discussion, without introducing new information or provoking further discussion.",msgid1315,,,,,,,,,,,,,Test
1316,1316,1316,55,55,205.32,205.84,7,1,Thirty,Neither,The utterance 'Thirty' does not fit into the categories of probing or non-probing deliberation. It seems to be a standalone numerical statement without contributing to the deliberative process or prompting further discussion.,msgid1316,,,,,,,,,,,,,Test
1317,1317,1317,56,56,207.51,211.07,7,2,so it's not exactly aligning but yellow block could be,non-probing deliberation,The utterance is part of the deliberation process as the participant is discussing the weight of the yellow block based on the current alignment on the balance scale. It is not introducing new information but rather analyzing the current situation.,msgid1317,,,,,,,,,,,,,Test
1318,1318,1318,57,57,209.84,211.02,7,3,No no no no,Neither,"The utterance 'No no no no' does not fall under the categories of probing or non-probing deliberation. It does not introduce new information or provoke further discussion, and it is not a deliberative statement. It appears to be a repetition for emphasis or expression of disagreement, hence classified as neither.",msgid1318,,,,,,,,,,,,,Test
1319,1319,1319,58,58,212.15,212.86,7,3,So if we,Neither,"This utterance does not fit into the categories of probing or non-probing deliberation. It appears to be a truncated sentence or a partial thought, lacking context or content that would contribute to probing or deliberation.",msgid1319,,,,,,,,,,,,,Test
1320,1320,1320,59,59,212.92,213.95,7,2,Fifty I guess,Non-probing deliberation,"The participant is actively engaged in deliberating about the weight of a block (Fifty grams), which is essential for the task of determining the weights of the wooden blocks. This contributes to the ongoing discussion and reasoning process.",msgid1320,,,,,,,,,,,,,Test
1321,1321,1321,60,60,217.42,217.92,7,3,No,Neither,"This utterance does not fall into the categories of probing questions or non-probing deliberation. It is a simple refusal or denial, without contributing to the discussion or deliberation process.",msgid1321,,,,,,,,,,,,,Test
1322,1322,1322,61,61,226.5,228.62,7,3,Yeah I think fifty seems right,Non-probing deliberation,"The participant is providing their reasoning for believing that the weight of the block is fifty grams, which is related to the task at hand and contributes to the deliberation process.",msgid1322,,,,,,,,,,,,,Test
1323,1323,1323,62,62,227.54,229.59,7,2,fifty and the purple is,Non-probing deliberation,This utterance is part of the deliberation process where the participant is likely discussing the weights of the blocks. It contributes to the task at hand and helps in determining the weights of the colorful wooden blocks.,msgid1323,,,,,,,,,,,,,Test
1324,1324,1324,63,63,230.35,232.05,7,2,Thirty thirty plus twenty,Non-probing deliberation,The utterance 'Thirty thirty plus twenty' is a non-probing deliberation as it involves a participant calculating the total weight of two blocks (thirty grams and twenty grams) to determine a possible solution in the task of determining the weights of the wooden blocks. This contributes to the participants' reasoning and the task solution.,msgid1324,,,,,,,,,,,,,Test
1325,1325,1325,64,64,233.54,233.85,7,3,Yup,Neither,"This utterance does not fall into the categories of probing or non-probing deliberation. It is a simple acknowledgment or agreement, without introducing any new information or prompting further discussion.",msgid1325,,,,,,,,,,,,,Test
1326,1326,1326,65,65,234.84,235.34,7,1,Yeah,Neither,"The utterance 'Yeah' is a familiarity cue commonly used in conversations to indicate agreement or acknowledgement. It does not fall under probing questions, non-probing deliberations, and does not introduce new information.",msgid1326,,,,,,,,,,,,,Test
1327,1327,1327,66,66,236.42,244.67,7,3,fifty oh purple is thirty yellow,Neither,"This utterance does not fall under probing or non-probing deliberation as it does not introduce new information or contribute to the task at hand. It appears to be a statement related to assigning colors to specific weights, without provoking discussion or providing reasoning.",msgid1327,,,,,,,,,,,,,Test
1328,1328,1328,67,67,239.45,242.67,7,1,i'm sorry purple block purple is thirty,Non-probing deliberation,This utterance is a non-probing deliberation as it involves the participant providing information about the weight of the purple block (thirty grams) to contribute towards the task of determining the weights of the colorful wooden blocks.,msgid1328,,,,,,,,,,,,,Test
1329,1329,1329,68,68,243.0,246.17,7,2,uh it's not exactly aligning should i,Neither,"This utterance does not fall under the categories of probing or non-probing deliberation. It is more of a hesitation cue or a familiar expression, indicating a pause or uncertainty in the conversation.",msgid1329,,,,,,,,,,,,,Test
1330,1330,1330,69,69,246.75,251.0,7,2,"so purple block, green block seem it's little more yeah so should i put something here",Probing,"The utterance is probing as it is seeking input or confirmation from the other participant regarding the weight placement of the purple and green blocks, which could potentially lead to further discussion or deliberation.",msgid1330,Participant 2: fifty and the purple is,Participant 2: So is twenty and there is thirty,Participant 2: uh it's not exactly aligning should i,This utterance directly triggered the probing question as it introduces the weight of the purple block and prompts the need for action ('should i put something here').,"This utterance provides additional information about the weights being discussed, leading up to the purple block's weight.",This utterance marks the beginning of uncertainty and prompts the speaker to consider a different approach due to the lack of alignment in the current reasoning.,7_5,"Participant 2: eh purple block one is lighter yeah
Participant 3: yeah i think purple block's yeah thirty
Participant 1: Thirty
Participant 3: Yup
Participant 3: Okay
Participant 3: Ummm
Participant 2: So is twenty and there is thirty
Participant 2: so is twenty plus
Participant 1: Thirty
Participant 2: so it's not exactly aligning but yellow block could be
Participant 3: No no no no
Participant 3: So if we
Participant 2: Fifty I guess
Participant 3: No
Participant 3: Yeah I think fifty seems right
Participant 2: fifty and the purple is
Participant 2: Thirty thirty plus twenty
Participant 3: Yup
Participant 1: Yeah
Participant 3: fifty oh purple is thirty yellow
Participant 1: i'm sorry purple block purple is thirty
Participant 2: uh it's not exactly aligning should i","so purple block, green block seem it's little more yeah so should i put something here",msgid1323,msgid1314,msgid1329,Test
1331,1331,1331,70,70,248.75,249.25,7,3,On the left,Neither,The utterance 'On the left' is a neutral statement that simply describes the placement of an object without introducing new information or provoking discussion. It does not fall into the categories of probing or non-probing deliberation.,msgid1331,,,,,,,,,,,,,Test
1332,1332,1332,71,71,250.0,252.09,7,1,do you want to put ten blue block is,Probing,This utterance is a probing question as it is prompting the other participant to consider putting the ten gram blue block on the balance scale. It encourages further discussion or argumentation about the next step in determining the weights of the blocks.,msgid1332,Participant 2: So is twenty and there is thirty,Participant 2: Fifty I guess,Participant 2: fifty and the purple is,Participant 2's statement triggers the probing question by mentioning specific weight values that need to be balanced or considered in the context of solving the puzzle.,"Participant 2's guess of fifty contributes to the ongoing discussion on the total weight calculations and potential relationships between different block weights, leading to further exploration and considerations.","Participant 2's statement about the purple block being part of the total weight calculation provides a clue to the distribution of weights among the different colored blocks, prompting the group to keep refining their estimations and placements on the balance scale.",7_6,"Participant 1: Thirty
Participant 3: Yup
Participant 3: Okay
Participant 3: Ummm
Participant 2: So is twenty and there is thirty
Participant 2: so is twenty plus
Participant 1: Thirty
Participant 2: so it's not exactly aligning but yellow block could be
Participant 3: No no no no
Participant 3: So if we
Participant 2: Fifty I guess
Participant 3: No
Participant 3: Yeah I think fifty seems right
Participant 2: fifty and the purple is
Participant 2: Thirty thirty plus twenty
Participant 3: Yup
Participant 1: Yeah
Participant 3: fifty oh purple is thirty yellow
Participant 1: i'm sorry purple block purple is thirty
Participant 2: uh it's not exactly aligning should i
Participant 2: so purple block, green block seem it's little more yeah so should i put something here
Participant 3: On the left",do you want to put ten blue block is,msgid1314,msgid1320,msgid1323,Test
1333,1333,1333,72,72,252.81,254.33,7,3,we can try it yeah,Neither,This utterance does not fall under probing or non-probing deliberation. It is a simple statement expressing agreement or willingness to proceed with a suggested action.,msgid1333,,,,,,,,,,,,,Test
1334,1334,1334,73,73,256.03,256.33,7,2,No,Neither,"This utterance is a simple negative response that does not fall under the category of probing questions, non-probing deliberation, or any other specific conversational category. It does not contribute to the task at hand or the flow of the conversation.",msgid1334,,,,,,,,,,,,,Test
1335,1335,1335,74,74,256.53,256.88,7,3,No,Neither,"The utterance 'No' does not fall under probing or non-probing deliberation. It is a simple response that does not contribute to further discussion, argumentation, or task-related deliberation.",msgid1335,,,,,,,,,,,,,Test
1336,1336,1336,75,75,257.09,259.34,7,1,I should we should keep ten see,Non-probing deliberation,The user is expressing a suggestion regarding the weight of the blocks ('we should keep ten'). This contributes to the deliberation process by offering a potential decision on the weight to be assigned to the blocks.,msgid1336,,,,,,,,,,,,,Test
1337,1337,1337,76,76,260.24,262.17,7,2,but then that'll even red block is,Neither,This utterance seems like a fragment of a sentence or train of thought. It does not fall into the categories of probing or non-probing deliberation as it does not provide new information or contribute to the task at hand.,msgid1337,,,,,,,,,,,,,Test
1338,1338,1338,77,77,263.17,264.67,7,2,red block is ten ok we know that red block is ten,Non-probing deliberation,"The speaker is making a statement about the weight of the red block being ten grams, which is relevant to the task at hand and contributes to the ongoing deliberation and reasoning process.",msgid1338,,,,,,,,,,,,,Test
1339,1339,1339,78,78,265.14,273.75,7,3,yeah no it's still on the left,Neither,This utterance does not fall under probing or non-probing deliberation categories. It does not introduce new information or provoke further discussion. It simply provides a statement regarding the current state of the balance scale.,msgid1339,,,,,,,,,,,,,Test
1340,1340,1340,79,79,267.67,270.0,7,2,"yeah but we put both ten so that red block, blue block cancel out",Neither,"This utterance is neither probing nor a non-probing deliberation. It does not introduce new information or provoke further discussion, but rather reflects on the previous actions taken during the task.",msgid1340,,,,,,,,,,,,,Test
1341,1341,1341,80,80,269.75,272.25,7,1,now it's completely now,Neither,This utterance does not fall into the categories of probing questions or non-probing deliberation. It seems to be a statement or observation that is not directly related to the task or the ongoing discussion.,msgid1341,,,,,,,,,,,,,Test
1342,1342,1342,81,81,276.75,277.5,7,3,you mean like this,Neither,"This utterance does not fall under the categories of probing or non-probing deliberation. It does not introduce new information or provoke discussion, but rather seems to be a statement made to clarify or confirm something.",msgid1342,,,,,,,,,,,,,Test
1343,1343,1343,82,82,279.04,281.05,7,2,so purple block is thirty oops sorry,Neither,This utterance is a slip of the tongue (oops sorry) and does not fall into the categories of probing or non-probing deliberation. It is more of a self-correction or acknowledgment of a mistake.,msgid1343,,,,,,,,,,,,,Test
1344,1344,1344,83,83,281.26,284.54,7,3,Thirty and then yeah,Neither,"This utterance does not fall into the categories of probing or non-probing deliberation. It seems like a filler or a hesitation cue, which does not contribute directly to the task at hand.",msgid1344,,,,,,,,,,,,,Test
1345,1345,1345,84,84,281.33,282.84,7,2,Thirty plus thirty plus  ,Non-probing deliberation,The utterance is part of the deliberation process to calculate the weights of the blocks. The participant is likely adding the weights of two blocks (thirty grams each) to determine the total weight.,msgid1345,,,,,,,,,,,,,Test
1346,1346,1346,85,85,284.59,285.17,7,2,Fifty,Neither,The utterance 'Fifty' does not fall under the category of probing questions or non-probing deliberation. It does not introduce new information or provoke further discussion or argumentation. It appears to be a standalone utterance that is not related to the task at hand.,msgid1346,,,,,,,,,,,,,Test
1347,1347,1347,86,86,285.41,285.67,7,3,Yeah,Neither,"The utterance 'Yeah' does not fall under the categories of probing questions or non-probing deliberation. It is a simple acknowledgment or agreement, lacking any further depth or contribution to the deliberation of the task.",msgid1347,,,,,,,,,,,,,Test
1348,1348,1348,87,87,297.75,298.75,7,3,So,Neither,"This utterance does not fall into the categories of probing or non-probing deliberation. It is a filler word used to transition to a new topic or thought, and does not add new information or prompt further discussion.",msgid1348,,,,,,,,,,,,,Test
1349,1349,1349,88,88,300.75,304.0,7,1,it's okay or we should just us scale it with this one,Neither,"This utterance does not fall into the categories of probing or non-probing deliberation. It is a suggestion about using the scale to weigh the blocks, without introducing new information or prompting further discussion.",msgid1349,,,,,,,,,,,,,Test
1350,1350,1350,89,89,303.75,307.32,7,3,Yeah how about we try like twenty and then,Probing,The utterance 'how about we try like twenty and then' suggests a suggestion to try a specific approach (using twenty) which could potentially lead to further discussion or deliberation. It provokes further conversation and prompts exploration of different strategies.,msgid1350,but then that'll even red block is,red block is ten ok we know that red block is ten,so purple block is thirty oops sorry,The probing question was triggered by Participant 2's statement about the red block's weight affecting the balance.,"Participant 2 clarifies that the red block weighs ten grams, which is crucial information for determining the weights of other blocks.","Participant 2 corrects themselves about the weight of the purple block, leading to further discussion on the total weight calculation.",7_7,"Participant 1: i'm sorry purple block purple is thirty
Participant 2: uh it's not exactly aligning should i
Participant 2: so purple block, green block seem it's little more yeah so should i put something here
Participant 3: On the left
Participant 1: do you want to put ten blue block is
Participant 3: we can try it yeah
Participant 2: No
Participant 3: No
Participant 1: I should we should keep ten see
Participant 2: but then that'll even red block is
Participant 2: red block is ten ok we know that red block is ten
Participant 3: yeah no it's still on the left
Participant 2: yeah but we put both ten so that red block, blue block cancel out
Participant 1: now it's completely now
Participant 3: you mean like this
Participant 2: so purple block is thirty oops sorry
Participant 3: Thirty and then yeah
Participant 2: Thirty plus thirty plus  
Participant 2: Fifty
Participant 3: Yeah
Participant 3: So
Participant 1: it's okay or we should just us scale it with this one",Yeah how about we try like twenty and then,msgid1337,msgid1338,msgid1343,Test
1351,1351,1351,90,90,313.42,316.42,7,1,it's it's two gram i think,Non-probing deliberation,This utterance is a deliberation as the participant is discussing their estimation of the weight of a block (two grams) based on the information provided in the task. It contributes to the ongoing discussion and reasoning process.,msgid1351,,,,,,,,,,,,,Test
1352,1352,1352,91,91,316.67,318.92,7,1,it has until five but,Neither,"This utterance does not fall into the categories of probing or non-probing deliberation. It appears to be a fragment of a sentence or a hesitation cue, indicating uncertainty or a pause in speech.",msgid1352,,,,,,,,,,,,,Test
1353,1353,1353,92,92,321.25,322.25,7,1,we can,Neither,This utterance is too vague to be categorized as probing or non-probing deliberation. It does not provide enough information to determine its purpose in the conversation.,msgid1353,,,,,,,,,,,,,Test
